centralize_hre_title;Centralize the Holy Roman Empire;Centraliser le Saint Empire Romain;Zentralisieren Sie das Heilige Römische Reich;Centralizacja Œwiête Cesarstwo Rzymskie;Centralizar el Sacro Imperio Romano;Centralizzare il Sacro Romano Impero;Centralizálja a Szent Római Birodalom;Centralizujte Svatou øímskou øíši;Centralizálja a Szent Római Birodalom;Centraliseren van het Heilige Roomse Rijk;Centralize o Sacro Império Romano;Öåíòðàëèçîâàòü Ñâÿòóþ Ðèìñêóþ èìïåðèþ;Keskitä Pyhän roomalaisen keisarikunnan;x
hre_NEWS_MEDIUM;Great celebrations in Aachen, once again city of Emperors. Today, the King of the Romans was acclaimed Imperator of the Holy Roman Empire.;Grande fête à Aix-la-Chapelle, encore une fois ville des empereurs. Aujourd'hui, le roi des Romains a été acclamé comme Imperator du Saint Empire romain germanique.;Große Feier in Aachen, noch einmal Stadt der Kaiser. Heute wurde der König der Römer als Imperator des Heiligen Römischen Reiches akklamiert.;Wielkie œwiêto w Akwizgranie, ponownie miasto cesarzy. Dzisiaj król Rzymianie zosta³ og³oszony Imperatorem Œwiêtego Cesarstwa Rzymskiego.;Gran celebración en Aquisgrán, una vez más ciudad de los Emperadores. Hoy, el Rey de los Romanos fue aclamado como Imperator del Sacro Imperio Romano.;Grande festa in Aquisgrana, ancora una volta città di imperatori. Oggi, il Re dei Romani è stato acclamated come Imperatore del Sacro Romano Impero.;Nagy ünnepség Aachenben, ismét a császárváros. Ma, a király a rómaiak acclamated mint Imperator a Szent Római Birodalom.;Velké oslavy v Cáchách, opìt mìsto císaøù. Dnes byl král Øímanù uznávaným Imperátorem Svaté øíše øímské.;Nagy ünnepség Aachenben, ismét a császárváros. Ma, a király a rómaiak acclamated mint Imperator a Szent Római Birodalom.;Groot feest in Aken, nogmaals stad van keizers. Vandaag de dag, de Koning van de Romeinen werd acclamated als Imperator van het Heilige Roomse Rijk.;Grande celebração em Aachen, mais uma vez a cidade dos Imperadores. Hoje, o Rei dos Romanos foi aclamado como Imperador do Sacro Império Romano.;Âåëèêèå òîðæåñòâà â Ààõåíå, ñíîâà ãîðîä èìïåðàòîðîâ. Ñåãîäíÿ êîðîëü ðèìëÿí áûë ïðèçíàí Èìïåðàòîðîì Ñâÿùåííîé Ðèìñêîé èìïåðèè.;Suuri juhla Aachen, jälleen kaupunki Emperors. Nykyään kuningas roomalaiset oli acclamated kuten Imperator Pyhän saksalais-roomalaisen keisarikunnan.;x
hre_NEWS_SHORT;A thousand years after Charlemagne, the Holy Roman Empire has returned to its old glory, having been reunified recently.;Après un millier d'années de Charlemagne, le Saint Empire romain germanique est revenu à sa vieille gloire, réunis récemment.;Nach tausend Jahren von Karl dem Großen kehrte das Heilige Römische Reich zu seiner alten Herrlichkeit zurück und wurde vor kurzem wiedervereinigt.;Po tysi¹c lat od Karola Wielkiego, œwiête Imperium Rzymskie powróci³o do dawnej chwa³y, która ostatnio zosta³a zjednoczona.;Después de mil años de Carlomagno, el Sacro Imperio Romano volvió a su antigua gloria, reunificada recientemente.;Dopo mille anni da Carlo Magno, il Sacro Romano Impero restituita al suo antico splendore, essendo stato riunificato recente.;Miután ezer év Károly, a Szent Római Birodalom visszatért a régi dicsõség, miután újraegyesített közelmúltban.;Tisíc let po Charlemagne se svatá øímská øíše vrátila do své staré slávy, když se v nedávné dobì znovu spojila.;Miután ezer év Károly, a Szent Római Birodalom visszatért a régi dicsõség, miután újraegyesített közelmúltban.;Na duizend jaar van Karel de Grote, het Heilige Roomse Rijk keerde terug naar zijn oude glorie, die onlangs herenigd.;Depois de mil anos de Carlomagno, o Sacro Império Romano voltou a sua antiga glória, tendo sido reunificada recentemente.;×åðåç òûñÿ÷ó ëåò ïîñëå Êàðëà Âåëèêîãî Ñâÿòàÿ Ðèìñêàÿ èìïåðèÿ âåðíóëàñü ê ñâîåé ñòàðîé ñëàâå, íåäàâíî âîññîåäèíèâøèñü.;Jälkeen tuhannen vuoden Kaarle, Pyhän Rooman valtakunta palasi sen vanha kunniaa tultuaan yhdistynyt äskettäin.;x
mandate_of_heaven_NEWS_LONG;Son of the Sky, the Emperor of China is truly the Prince of Heaven and the population of China decided to accept it again. The coronation was in a more western style and the various warring states and cliques submitted to the Emperor like in antiquity.;Fils du Ciel, l'Empereur de Chine est vraiment le Prince des Cieux et la population de la Chine a décidé de l'accepter à nouveau. Le couronnement était dans un style plus occidental et les différents états et cliques en guerre soumis à l'empereur comme dans l'antiquité.;Sohn des Himmels, der Kaiser von China ist wirklich der Fürst des Himmels und die Bevölkerung von China beschlossen, es wieder zu akzeptieren. Die Krönung war im westlichen Stil und die verschiedenen kriegsführenden Staaten und Cliquen, die dem Kaiser wie in der Antike vorgelegt wurden.;Syn nieba, cesarz Chin jest naprawdê ksiêciem nieba, a ludnoœæ Chin postanowi³a ja zaakceptowaæ. Koronacja by³a w bardziej zachodnim stylu, a ro¿ne stany i kliki ci¹¿¹ce na cesarzu, jak w staro¿ytnoœci.;Hijo del Cielo, el Emperador de China es verdaderamente el Príncipe del Cielo y la población de China decidió aceptarlo de nuevo. La coronación estaba en un estilo más occidental y los diversos estados y camarillas enfrentados sometidos al emperador como en la antigüedad.;Figlio del Cielo, l'imperatore della Cina è veramente il Principe del Cielo e la popolazione della Cina ha deciso di accettare di nuovo. L'incoronazione era in uno stile più occidentale e vari stati in guerra e cricche presentato al condottiero come nell'antichità.;Fia az ég, a kínai császár valóban a Prince of Heaven és a lakosság Kína úgy döntött, hogy elfogadja azt vissza. A koronázás volt egy nyugati stílusú, és a különbözõ háborúskodó államok és klikkek be a császárnak, mint az ókorban.;Syn nebe, císaø Èíny je skutecnì knížetem nebes a obyvatelé Èíny se rozhodli znovu pøijmout. Korunovace byla ve více západním stylu a rùzné válcící státy a kliky pøedkládaly císaøi jako ve starovìku.;Fia az ég, a kínai császár valóban a Prince of Heaven és a lakosság Kína úgy döntött, hogy elfogadja azt vissza. A koronázás volt egy nyugati stílusú, és a különbözõ háborúskodó államok és klikkek be a császárnak, mint az ókorban.;Zoon van de Hemel, de keizer van China is echt de prins van de hemel en de bevolking van China besloten om het weer terug te nemen. De kroning was in een meer westerse stijl en de verschillende Strijdende Staten en klieken, zoals in de oudheid tot de keizer voorgelegd.;Filho do Céu, o Imperador da China é verdadeiramente o Príncipe do Céu ea população da China decidiu aceitá-lo novamente. A coroação estava em um estilo mais ocidental e os vários estados e cliques guerreiros submetidos ao Imperador como na antiguidade.;Ñûí Íåáà, Èìïåðàòîð Êèòàÿ - äåéñòâèòåëüíî Öàðü Íåáåñíûé, è íàñåëåíèå Êèòàÿ ðåøèëî ïðèíÿòü åãî ñíîâà. Êîðîíàöèÿ áûëà â áîëåå çàïàäíîì ñòèëå, è ðàçëè÷íûå âîþþùèå ãîñóäàðñòâà è êëèêè, ïðåäñòàâëåííûå Èìïåðàòîðó, êàê â äðåâíîñòè.;Poika Sky, Kiinan keisari on todella taivaan prinssi ja väestön Kiina päätti hyväksyä sen takaisin. Kruunajaisten oli entistä länsimaisen ja eri sotivien ja klikkien toimitettiin keisari kuten antiikin.;x
mandate_of_heaven_NEWS_MEDIUM;Today, the people of China were united again under the rule of the Son of Heaven, like in ancient times. Will the Emperor keep trading with the West?;Aujourd'hui, les gens de la Chine sont unis de nouveau sous la domination du Fils du Ciel, comme dans l'Antiquité. L'Empereur continuera-t-il à négocier avec l'Occident?;Heute sind die Menschen in China wieder unter der Herrschaft des Sohnes des Himmels, wie in der Antike. Wird der Kaiser mit dem Westen handeln?;Dziœ ludzie z Chin zjednoczyli siê ponownie pod rz¹dami Syna Niebios, podobnie jak w czasach staro¿ytnych. Czy cesarz bêdzie kontynuowa³ handel z Zachodem?;Hoy, el pueblo de China se unió nuevamente bajo el gobierno del Hijo del Cielo, como en los tiempos antiguos. ¿El emperador seguirá comerciando con Occidente?;Oggi, il popolo della Cina uniti di nuovo sotto il dominio del Figlio del Cielo, come nei tempi antichi. Sarà l'imperatore mantenere trading con l'Occidente?;Ma, a kínai nép egyesült újra uralma alá a Son of Heaven, mint az ókorban. Vajon a császár tartani kereskedés a Nyugat?;Dnes byli lidé Èíny opìtovnì sjednoceni pod vládou Syna nebeského, jako v dávných dobách. Císaø bude obchodovat se Západem?;Ma, a kínai nép egyesült újra uralma alá a Son of Heaven, mint az ókorban. Vajon a császár tartani kereskedés a Nyugat?;Vandaag de dag, de bevolking van China verenigd weer onder de heerschappij van de Zoon van de Hemel, net als in de oude tijden. Zal de keizer te houden handel met het Westen?;Hoje, o povo da China se uniu novamente sob o domínio do Filho do Céu, como nos tempos antigos. O Imperador continuará negociando com o Ocidente?;Ñåãîäíÿ íàðîä Êèòàÿ ñíîâà îáúåäèíèëñÿ ïîä âëàñòüþ Ñûíà Íåáåñíîãî, êàê â äðåâíèå âðåìåíà. Áóäåò ëè Èìïåðàòîð ïðîäîëæàòü òîðãîâàòü ñ Çàïàäîì?;Nykyään ihmiset China United takaisin vallan alle Poika Heaven, kuten muinoin. Tuleeko keisari pitää kauppaa lännen kanssa?;x
mandate_of_heaven_NEWS_SHORT;How will Western civilization face the new threat from the East - the Mandate of Heaven? Continued in page 7.;Comment la civilisation occidentale fera face à la nouvelle menace de l'Est du Mandat du Ciel? Continuez dans la page 7.;Wie sieht die westliche Zivilisation vor der neuen Bedrohung aus dem Osten des Mandats des Himmels? Weiter auf Seite 7.;W jaki sposób zachodnia cywilizacja stanie przed nowym zagro¿eniem ze strony Wschodu Mandatu Nieba? Kontynuuj na stronie 7.;¿Cómo enfrentará la civilización occidental la nueva amenaza desde el Este del Mandato del Cielo? Continúe en la página 7.;Come sarà la civiltà occidentale ad affrontare la nuova minaccia da Oriente del Mandato del Cielo? Continuare a pagina 7.;Hogyan fog a nyugati civilizáció szembe az új fenyegetés a keleti a megbízás az ég? Folytatás a 7. oldalon.;Jak bude západní civilizace èelit nové hrozbì z východu - mandátu nebe? Pokraèujte na stránce 7.;Hogyan fog a nyugati civilizáció szembe az új fenyegetés a keleti a megbízás az ég? Folytatás a 7. oldalon.;Hoe zullen de westerse beschaving geconfronteerd met de nieuwe dreiging uit het Oosten van het mandaat van de hemel? Ga verder in pagina 7.;Como a civilização ocidental enfrentará a nova ameaça do Oriente do Mandato do Céu? Continue na página 7.;Êàê çàïàäíàÿ öèâèëèçàöèÿ ñòîëêíåòñÿ ñ íîâîé óãðîçîé ñ Âîñòîêà - Ìàíäàòîì Íåáåñ? Ïðîäîëæåíèå íà ñòð. 7.;Miten länsimaisen sivilisaation kohtaamaan uusi uhka idästä ja taivaan mandaatti? Jatka sivulle 7.;x
become_hyderabad_title;Hyderabad Deccan;Hyderabad Deccan;Hyderabad Deccan;Hyderabad Deccan;Hyderabad Deccan;Hyderabad Deccan;Hyderabad Deccan;Hyderabad Deccan;Hyderabad Deccan;Hyderabad Deccan;Deccan de Hyderabad;Õàéäåðàáàäñêèé äåêàí;Hyderabad Deccan;x
become_hyderabad_desc;Successors of the Muslim Mughals, we decided to rebirth our country now as "Hyderabad";"Successeurs des Mughals musulmans, nous avons décidé de renier notre pays maintenant comme ""Hyderabad""";"Nachfolger der muslimischen Moguln, haben wir beschlossen, unser Land jetzt als ""Hyderabad""";"Nastêpcy Muzu³manów Muzu³manów postanowiliœmy odrodziæ nasz kraj jako ""Hajdarabad"" ";"Sucesores de los musulmanes mogoles, decidimos renacer nuestro país ahora como ""Hyderabad""";"Successori dei Mughal musulmani, abbiamo deciso di far rinascere il nostro Paese adesso come ""Hyderabad""";"A muszlim muzulmánok utódai, úgy döntöttünk, hogy most újjászületjük az országot mint ""Hyderabad""";"Následníci muslimských Mughalù jsme se rozhodli znovuzrození naší zemì nyní jako ""Hyderabad""";"A muszlim muzulmánok utódai, úgy döntöttünk, hogy most újjászületjük az országot mint ""Hyderabad""";"Opvolgers van de Moslim Mughals, hebben we besloten om ons land nu te herbinnen als ""Hyderabad""";"Sucessores dos Mughals muçulmanos, decidimos renascer nosso país agora como ""Hyderabad""";"Ïðååìíèêè ìóñóëüìàíñêèõ ìîãîëîâ, ìû ðåøèëè âîçðîäèòü íàøó ñòðàíó ñåé÷àñ êàê ""Õàéäàðàáàä"".";"Muslim muslimien seuraajat päätimme uudestaan synnyttää maamme nyt "Hyderabadiksi";x
become_slovenia_title;Heirs of Carantania;Héritiers de la Carantanie;Erben von Karantanien;Spadkobiercy Carantania;Herederos de Carantania;Eredi della Carantania;Carantániai örökösei;Dìdici Carantanie;Carantániai örökösei;Erfgenamen van Carantania;Herdeiros da Carantania;Íàñëåäíèêè Êàðàíòàíèè;Carantanian perijät;x
become_slovenia_desc;The Northernmost along the South Slavs, Slovenes deserve a state and we happen to be the one.;Les plus au nord des Slaves du Sud, les Slovènes méritent un état et nous en sommes le seul.;Die nördlichsten entlang der Südslawen, Slowenen verdienen einen Staat und wir sind zufällig derjenige.;Najbardziej wysuniêta na pó³noc wzd³u¿ po³udniowych S³owian S³oweñcy zas³uguj¹ na pañstwo i stajemy siê jednymi z nich.;Los más septentrionales de los eslavos del sur, los Eslovenos merecen un estado y este sucede ser el uno.;I più settentrionali fra gli Slavi del Sud, gli Sloveni meritano uno stato e noi lo siamo.;A legdélibbek a délszlávok mentén, a szlovének megérdemlik az államot, és mi is az egyetlen.;Nejsevernìjší podél jižních Slovanù, Slovinci si zaslouží stát a my jsme náhodou jeden.;A legdélibbek a délszlávok mentén, a szlovének megérdemlik az államot, és mi is az egyetlen.;De noordelijkste langs de Zuid-Slaven, verdienen Slovenes een staat en we zijn de enige.;O extremo norte ao longo dos eslavos do sul, os eslovenos merecem um estado e nós somos o único.;Ñàìûå ñåâåðíûå âäîëü þæíûõ ñëàâÿí, ñëîâåíöû çàñëóæèâàþò ãîñóäàðñòâà, è ìû, îêàçûâàåòñÿ, îäíè.;Eteläiset slaavit pitkin pohjoisimpia, slovenialaiset ansaitsevat valtion ja sattumoimme olevan yksi.;x
latin_empire_upgrade_title;The Empire of Romania;L'Empire de Romanie;Das Reich von Römischen;Imperium Rumunii;El imperio de Rumania;L'Impero di Romania;A román birodalom;Øíše Rumunska;A román birodalom;Het rijk van Roemenië;O Império da Romênia;Èìïåðñêàÿ èìïåðèÿ;Romanian valtakunta;x
latin_empire_upgrade_desc;Since the Fourth Crusade, the Frankish domain in the land of the Hellens consolidated. Now, without fake Greek claimants, we can finally dress ourselves as the Empire of the Romans.;Depuis la quatrième croisade, le domaine franc dans la terre des Hellens s'est consolidé. Maintenant, sans faux prétendants grecs, nous pouvons finalement nous habiller comme l'Empire des Romains.;Seit dem vierten Kreuzzug wurde die fränkische Domäne im Land der Hellens konsolidiert. Nun, ohne gefälschte griechische Kläger, können wir uns endlich als das Reich der Römer anziehen.;Od czwartej krucjaty, domena Franków w kraju Helleny skonsolidowa³a siê. Teraz, bez fa³szywych greckich wnioskodawców, mo¿emy wreszcie ubieraæ siê jako Imperium Rzymian.;Desde la Cuarta Cruzada, el dominio franco en la tierra de los Hellens consolidado. Ahora, sin falsos demandantes griegos, podemos finalmente vestirnos como el Imperio de los romanos.;Dalla Quarta Crociata, il dominio franco nella terra degli Elleni si è consolidato. Ora, senza falsi pretendenti greci, possiamo finalmente vestirci come Impero dei Romani.;A negyedik keresztes hadjárat óta a frankföldi tartomány a Hellens földjén megszilárdul. Most, hamis görög kérelmezõk nélkül, végül el tudjuk öltözni magunkat, mint a rómaiak birodalmát.;Od ctvrtého køížového výcviku se konsolidovala franská doména v zemi Heléncù. Nyní, bez falešných øeckých stìžovatelù, se konecnì mùžeme oblékat jako Øíše Øímanù.;A negyedik keresztes hadjárat óta a frankföldi tartomány a Hellens földjén megszilárdul. Most, hamis görög kérelmezõk nélkül, végül el tudjuk öltözni magunkat, mint a rómaiak birodalmát.;Sinds de vierde kruistocht heeft het Frankse domein in het land van de Hellens geconsolideerd. Nu, zonder valse Griekse claimants, kunnen we ons uiteindelijk als het Romeinse Rijk aantrekken.;Desde a Quarta Cruzada, o domínio franco na terra do Hellens consolidou. Agora, sem falsos requerentes gregos, podemos finalmente nos vestir como o Império dos Romanos.;Íà÷èíàÿ ñ ×åòâåðòîãî Êðåñòîâîãî ïîõîäà, ôðàíêñêèé äîìåí â çåìëå ýëëèíöåâ êîíñîëèäèðîâàëñÿ. Òåïåðü, áåç ïîääåëüíûõ ãðå÷åñêèõ ïðåòåíäåíòîâ, ìû íàêîíåö ìîæåì îäåòüñÿ êàê Èìïåðèÿ ðèìëÿí.;Neljännestä ristiretkestä lähtien Frankenin aluetunnus Hellensin maassa on vahvistunut. Nyt, ilman vääriä kreikkalaisia kantajat, voimme vihdoin pukeutua itseämme roomalaisten valtakuntaan.;x
guangxi_clique_title;The Chinese dynasty of Guangxi;La dynastie chinoise du Guangxi;Die chinesische Dynastie von Guangxi;Chiñska dynastia Guangxi;La dinastía china de Guangxi;La dinastia cinese di Guangxi;Guangxi kínai dinasztia;Cínská dynastie v Guangxi;Guangxi kínai dinasztia;De Chinese dynastie van Guangxi;A dinastia chinesa de Guangxi;Êèòàéñêàÿ äèíàñòèÿ Ãóàíñè;Guangxiin kiinan dynastian;x
guangxi_clique_desc;Few do remember us for our dynasty. Better to restyle ourselves with our new name, based on our location.;Peu se souvient de nous pour notre dynastie. Il vaut mieux nous restructurer avec notre nouveau nom, en fonction de notre emplacement.;Nur wenige erinnern uns an unsere Dynastie. Besser, um uns mit unserem neuen Namen, basierend auf unserem Standort, neu zu gestalten.;Niewielu pamiêtasz nas za nasza dynastie. Lepiej naprawiaæ nasze nowe imiê, opieraj¹c siê na naszej lokalizacji.;Pocos nos recuerdan por nuestra dinastía. Es mejor cambiar de estilo con nuestro nuevo nombre, basado en nuestra ubicación.;Pochi ci ricordano la nostra dinastia. Meglio restyling noi con il nostro nuovo nome, basato sulla nostra posizione.;Kevesen emlékeznek ránk a dinasztia miatt. Jobb újrakezdeni magunkat az új névvel, a helyünkön alapulva.;Málokdo si nás pamatuje za naši dynastii. Lepší se zopakovat s novým jménem, založeným na naší poloze.;Kevesen emlékeznek ránk a dinasztia miatt. Jobb újrakezdeni magunkat az új névvel, a helyünkön alapulva.;Weinigen onthouden ons voor onze dynastie. Beter om ons te herstellen met onze nieuwe naam, gebaseerd op onze locatie.;Poucos se lembram de nós para nossa dinastia. É melhor reformular-nos com o nosso novo nome, com base na nossa localização.;Ìàëî êòî ïîìíèò íàñ çà íàøó äèíàñòèþ. Ëó÷øå ïåðåîñìûñëèòü ñåáÿ íîâûì èìåíåì, îñíîâàííûì íà íàøåì ìåñòîïîëîæåíèè.;Muutama muistuttaa meitä meidän dynastiaamme. Parempi uudelleenkirjoittaaksemme uuden nimemme sijainnin perusteella.;x
manchu_clique_title;The Chinese dynasty of Manchuria;La dynastie chinoise de la Mandchourie;Die chinesische Dynastie der Mandschurei;Chiñska dynastia Mand¿urii;La dinastía china de Manchuria;La dinastia cinese di Manciuria;A Manciuria kínai dinasztia;Cínská dynastie Manchurie;A Manciuria kínai dinasztia;De Chinese dynastie van Manchuria;A dinastia chinesa da Manchúria;Êèòàéñêàÿ äèíàñòèÿ Ìàíü÷æóðèè;Manchurin Kiinan dynastian;x
manchu_clique_desc;Few do remember us for our dynasty. Better to restyle ourselves with our new name, based on our location.;Peu se souvient de nous pour notre dynastie. Il vaut mieux nous restructurer avec notre nouveau nom, en fonction de notre emplacement.;Nur wenige erinnern uns an unsere Dynastie. Besser, um uns mit unserem neuen Namen, basierend auf unserem Standort, neu zu gestalten.;Niewielu pamiêtasz nas za nasza dynastie. Lepiej naprawiaæ nasze nowe imiê, opieraj¹c siê na naszej lokalizacji.;Pocos nos recuerdan por nuestra dinastía. Es mejor cambiar de estilo con nuestro nuevo nombre, basado en nuestra ubicación.;Pochi ci ricordano la nostra dinastia. Meglio restyling noi con il nostro nuovo nome, basato sulla nostra posizione.;Kevesen emlékeznek ránk a dinasztia miatt. Jobb újrakezdeni magunkat az új névvel, a helyünkön alapulva.;Málokdo si nás pamatuje za naši dynastii. Lepší se zopakovat s novým jménem, založeným na naší poloze.;Kevesen emlékeznek ránk a dinasztia miatt. Jobb újrakezdeni magunkat az új névvel, a helyünkön alapulva.;Weinigen onthouden ons voor onze dynastie. Beter om ons te herstellen met onze nieuwe naam, gebaseerd op onze locatie.;Poucos se lembram de nós para nossa dinastia. É melhor reformular-nos com o nosso novo nome, com base na nossa localização.;Ìàëî êòî ïîìíèò íàñ çà íàøó äèíàñòèþ. Ëó÷øå ïåðåîñìûñëèòü ñåáÿ íîâûì èìåíåì, îñíîâàííûì íà íàøåì ìåñòîïîëîæåíèè.;Muutama muistuttaa meitä meidän dynastiaamme. Parempi uudelleenkirjoittaaksemme uuden nimemme sijainnin perusteella.;x
shanxi_clique_title;The Chinese dynasty of Shanxi;La dynastie chinoise du Shanxi;Die chinesische Dynastie von Shanxi;Chiñska dynastia Shanxi;La dinastía china de Shanxi;La dinastia cinese di Shanxi;Shanxi kínai dinasztia;Cínská dynastie Shanxi;Shanxi kínai dinasztia;De Chinese dynastie van Shanxi;A dinastia chinesa de Shanxi;Êèòàéñêàÿ äèíàñòèÿ Øàíüñè;Kiinan dynastian Shanxi;x
shanxi_clique_desc;Few do remember us for our dynasty. Better to restyle ourselves with our new name, based on our location.;Peu se souvient de nous pour notre dynastie. Il vaut mieux nous restructurer avec notre nouveau nom, en fonction de notre emplacement.;Nur wenige erinnern uns an unsere Dynastie. Besser, um uns mit unserem neuen Namen, basierend auf unserem Standort, neu zu gestalten.;Niewielu pamiêtasz nas za nasza dynastie. Lepiej naprawiaæ nasze nowe imiê, opieraj¹c siê na naszej lokalizacji.;Pocos nos recuerdan por nuestra dinastía. Es mejor cambiar de estilo con nuestro nuevo nombre, basado en nuestra ubicación.;Pochi ci ricordano la nostra dinastia. Meglio restyling noi con il nostro nuovo nome, basato sulla nostra posizione.;Kevesen emlékeznek ránk a dinasztia miatt. Jobb újrakezdeni magunkat az új névvel, a helyünkön alapulva.;Málokdo si nás pamatuje za naši dynastii. Lepší se zopakovat s novým jménem, založeným na naší poloze.;Kevesen emlékeznek ránk a dinasztia miatt. Jobb újrakezdeni magunkat az új névvel, a helyünkön alapulva.;Weinigen onthouden ons voor onze dynastie. Beter om ons te herstellen met onze nieuwe naam, gebaseerd op onze locatie.;Poucos se lembram de nós para nossa dinastia. É melhor reformular-nos com o nosso novo nome, com base na nossa localização.;Ìàëî êòî ïîìíèò íàñ çà íàøó äèíàñòèþ. Ëó÷øå ïåðåîñìûñëèòü ñåáÿ íîâûì èìåíåì, îñíîâàííûì íà íàøåì ìåñòîïîëîæåíèè.;Muutama muistuttaa meitä meidän dynastiaamme. Parempi uudelleenkirjoittaaksemme uuden nimemme sijainnin perusteella.;x
xibei_clique_title;The Chinese dynasty of Qinghai;La dynastie chinoise de Qinghai;Die chinesische Dynastie von Qinghai;Chiñska dynastia Qinghai;La dinastía china de Qinghai;La dinastia cinese di Qinghai;A Qinghai kínai dinasztia;Cínská dynastie Qinghai;A Qinghai kínai dinasztia;De Chinese dynastie van Qinghai;A dinastia chinesa de Qinghai;Êèòàéñêàÿ äèíàñòèÿ Öèíõàé;Kiinan dynastian Qinghai;x
xibei_clique_desc;Few do remember us for our dynasty. Better to restyle ourselves with our new name, based on our location.;Peu se souvient de nous pour notre dynastie. Il vaut mieux nous restructurer avec notre nouveau nom, en fonction de notre emplacement.;Nur wenige erinnern uns an unsere Dynastie. Besser, um uns mit unserem neuen Namen, basierend auf unserem Standort, neu zu gestalten.;Niewielu pamiêtasz nas za nasza dynastie. Lepiej naprawiaæ nasze nowe imiê, opieraj¹c siê na naszej lokalizacji.;Pocos nos recuerdan por nuestra dinastía. Es mejor cambiar de estilo con nuestro nuevo nombre, basado en nuestra ubicación.;Pochi ci ricordano la nostra dinastia. Meglio restyling noi con il nostro nuovo nome, basato sulla nostra posizione.;Kevesen emlékeznek ránk a dinasztia miatt. Jobb újrakezdeni magunkat az új névvel, a helyünkön alapulva.;Málokdo si nás pamatuje za naši dynastii. Lepší se zopakovat s novým jménem, založeným na naší poloze.;Kevesen emlékeznek ránk a dinasztia miatt. Jobb újrakezdeni magunkat az új névvel, a helyünkön alapulva.;Weinigen onthouden ons voor onze dynastie. Beter om ons te herstellen met onze nieuwe naam, gebaseerd op onze locatie.;Poucos se lembram de nós para nossa dinastia. É melhor reformular-nos com o nosso novo nome, com base na nossa localização.;Ìàëî êòî ïîìíèò íàñ çà íàøó äèíàñòèþ. Ëó÷øå ïåðåîñìûñëèòü ñåáÿ íîâûì èìåíåì, îñíîâàííûì íà íàøåì ìåñòîïîëîæåíèè.;Muutama muistuttaa meitä meidän dynastiaamme. Parempi uudelleenkirjoittaaksemme uuden nimemme sijainnin perusteella.;x
xinjiang_clique_title;The Chinese dynasty of Xinjiang;La dynastie chinoise du Xinjiang;Die chinesische Dynastie von Xinjiang;Chiñska dynastia Xinjiang;La dinastía china de Xinjiang;La dinastia cinese di Xinjiang;A Xinjiang kínai dinasztia;Cínská dynastie v Xinjiang;A Xinjiang kínai dinasztia;De Chinese dynastie van Xinjiang;A dinastia chinesa de Xinjiang;Êèòàéñêàÿ äèíàñòèÿ Ñèíüöçÿí;Kiinan dynastian Xinjiangissa;x
xinjiang_clique_desc;Few do remember us for our dynasty. Better to restyle ourselves with our new name, based on our location.;Peu se souvient de nous pour notre dynastie. Il vaut mieux nous restructurer avec notre nouveau nom, en fonction de notre emplacement.;Nur wenige erinnern uns an unsere Dynastie. Besser, um uns mit unserem neuen Namen, basierend auf unserem Standort, neu zu gestalten.;Niewielu pamiêtasz nas za nasza dynastie. Lepiej naprawiaæ nasze nowe imiê, opieraj¹c siê na naszej lokalizacji.;Pocos nos recuerdan por nuestra dinastía. Es mejor cambiar de estilo con nuestro nuevo nombre, basado en nuestra ubicación.;Pochi ci ricordano la nostra dinastia. Meglio restyling noi con il nostro nuovo nome, basato sulla nostra posizione.;Kevesen emlékeznek ránk a dinasztia miatt. Jobb újrakezdeni magunkat az új névvel, a helyünkön alapulva.;Málokdo si nás pamatuje za naši dynastii. Lepší se zopakovat s novým jménem, založeným na naší poloze.;Kevesen emlékeznek ránk a dinasztia miatt. Jobb újrakezdeni magunkat az új névvel, a helyünkön alapulva.;Weinigen onthouden ons voor onze dynastie. Beter om ons te herstellen met onze nieuwe naam, gebaseerd op onze locatie.;Poucos se lembram de nós para nossa dinastia. É melhor reformular-nos com o nosso novo nome, com base na nossa localização.;Ìàëî êòî ïîìíèò íàñ çà íàøó äèíàñòèþ. Ëó÷øå ïåðåîñìûñëèòü ñåáÿ íîâûì èìåíåì, îñíîâàííûì íà íàøåì ìåñòîïîëîæåíèè.;Muutama muistuttaa meitä meidän dynastiaamme. Parempi uudelleenkirjoittaaksemme uuden nimemme sijainnin perusteella.;x
yunnan_clique_title;The Chinese dynasty of Yunnan;La dynastie chinoise du Yunnan;Die chinesische Dynastie von Yunnan;Chiñska dynastia Yunnan;La dinastía china de Yunnan;La dinastia cinese di Yunnan;A kínai Yunnan dinasztia;Cínská dynastie Yunnan;A kínai Yunnan dinasztia;De Chinese dynastie van Yunnan;A dinastia chinesa de Yunnan;Êèòàéñêàÿ äèíàñòèÿ Þíüíàíü;Kiinan Yunnanin dynastia;x
